rollout/ep_rew_mean,train/entropy_loss,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/n_updates,train/policy_loss,time/fps,train/value_loss,train/learning_rate,rollout/ep_len_mean
317.92,-0.5889546871185303,20700,207000,125,-2.5033950805664062e-06,20699,-40.34941864013672,1649,7315.9052734375,0.0007,317.92
322.78,-0.496209055185318,20800,208000,126,nan,20799,3.896750968124252e-06,1649,2.1536834815538697e-10,0.0007,322.78
327.12,-0.47536778450012207,20900,209000,126,-37.41429138183594,20899,1.3636388757731766e-05,1650,2.9511284527217185e-09,0.0007,327.12
333.7,-0.5546115040779114,21000,210000,127,-0.0024553537368774414,20999,0.0023869280703365803,1651,4.5531709474744275e-05,0.0007,333.7
334.97,-0.500770092010498,21100,211000,127,-0.005705833435058594,21099,0.0005592042580246925,1651,1.1265044577157823e-06,0.0007,334.97
334.72,-0.569769561290741,21200,212000,128,nan,21199,-0.0,1652,0.0,0.0007,334.72
339.08,-0.5696772336959839,21300,213000,128,nan,21299,-7.753508725727443e-06,1652,2.1536834815538697e-10,0.0007,339.08
344.75,-0.3432158827781677,21400,214000,129,nan,21399,-0.0,1653,0.0,0.0007,344.75
348.68,-0.4435731768608093,21500,215000,129,0.9100000113248825,21499,-2.2267174770718157e-08,1654,5.2386893434341886e-11,0.0007,348.68
353.5,-0.4317595958709717,21600,216000,130,nan,21599,-0.0,1654,0.0,0.0007,353.5
358.6,-0.5785966515541077,21700,217000,131,0.016610145568847656,21699,4.1485331166768447e-05,1655,8.352799341082573e-09,0.0007,358.6
363.69,-0.519433856010437,21800,218000,131,0.00021469593048095703,21799,-0.0002169291692553088,1656,2.0936131761573051e-07,0.0007,363.69
369.72,-0.618932843208313,21900,219000,132,0.00103837251663208,21899,0.0001356111461063847,1656,1.2954114936292171e-07,0.0007,369.72
376.16,-0.5557296276092529,22000,220000,132,1.5497207641601562e-06,21999,-0.0009179351036436856,1657,7.2257885221915785e-06,0.0007,376.16
383.13,-0.49891477823257446,22100,221000,133,0.0018067359924316406,22099,-0.00020204104657750577,1657,1.6069388664163853e-07,0.0007,383.13
389.46,-0.472368061542511,22200,222000,133,-0.01144564151763916,22199,-0.00013681591372005641,1658,7.340567975688828e-08,0.0007,389.46
395.19,-0.5518169403076172,22300,223000,134,-0.20032525062561035,22299,0.0003758618258871138,1658,2.3965317268448416e-06,0.0007,395.19
400.96,-0.4108854830265045,22400,224000,135,-8.324634552001953,22399,0.001561848446726799,1659,1.0321859917894471e-05,0.0007,400.96
405.58,-0.5666673183441162,22500,225000,135,0.03999990224838257,22499,1.9002669432666153e-05,1659,3.632158129818208e-09,0.0007,405.58
409.87,-0.34871378540992737,22600,226000,136,7.808208465576172e-06,22599,0.0006225118413567543,1659,1.432764065611991e-06,0.0007,409.87
417.21,-0.5240705609321594,22700,227000,136,-0.000885009765625,22699,0.0008124433225020766,1660,2.1710177406930597e-06,0.0007,417.21
422.26,-0.4370514452457428,22800,228000,137,0.43321681022644043,22799,6.351690535666421e-05,1660,1.0943040251731873e-08,0.0007,422.26
425.48,-0.4796667695045471,22900,229000,137,0.02647942304611206,22899,-0.00035777909215539694,1661,9.980925597119494e-07,0.0007,425.48
429.9,-0.4592111110687256,23000,230000,138,0.0028516650199890137,22999,0.0018324691336601973,1661,1.0070303687825799e-05,0.0007,429.9
434.97,-0.4291236996650696,23100,231000,138,0.14554619789123535,23099,-0.0013913378352299333,1661,4.486000307224458e-06,0.0007,434.97
439.78,-0.5393595099449158,23200,232000,139,-0.029570698738098145,23199,0.0008769131964072585,1662,6.805371867812937e-06,0.0007,439.78
444.35,-0.5498286485671997,23300,233000,140,0.047425150871276855,23299,0.00028901148471049964,1662,8.782022860032157e-07,0.0007,444.35
446.15,-0.44279003143310547,23400,234000,140,0.5048763155937195,23399,8.379304927075282e-05,1662,4.867324676638418e-08,0.0007,446.15
447.41,-0.4253920018672943,23500,235000,141,-0.003924369812011719,23499,-0.0004075370670761913,1663,6.203481461852789e-07,0.0007,447.41
447.41,-0.31064626574516296,23600,236000,141,0.2721237540245056,23599,-0.0004794323758687824,1663,4.444096646238904e-07,0.0007,447.41
447.41,-0.3301299214363098,23700,237000,142,-0.020360589027404785,23699,0.0016874665161594748,1663,5.0421572268533055e-06,0.0007,447.41
447.41,-0.37358036637306213,23800,238000,143,-0.06661951541900635,23799,0.00015770192840136588,1663,1.0604853883933174e-07,0.0007,447.41
447.41,-0.37666934728622437,23900,239000,143,-0.0854114294052124,23899,-0.0006330825854092836,1663,9.283306781071587e-07,0.0007,447.41
447.41,-0.4240078330039978,24000,240000,144,0.011342227458953857,23999,-0.0012311649043112993,1663,9.344075806438923e-06,0.0007,447.41
447.41,-0.4374680519104004,24100,241000,144,-0.0029963254928588867,24099,-0.00042816175846382976,1663,9.329756949227885e-07,0.0007,447.41
447.41,-0.38495567440986633,24200,242000,145,5.9604644775390625e-06,24199,0.0019370882073417306,1663,1.1779193300753832e-05,0.0007,447.41
444.42,-0.5414602160453796,24300,243000,146,nan,24299,-0.0,1663,0.0,0.0007,444.42
443.86,-0.5774646997451782,24400,244000,146,1.0,24399,-0.0,1663,0.0,0.0007,443.86
443.86,-0.5703619122505188,24500,245000,147,1.0,24499,-0.0,1664,0.0,0.0007,443.86
444.55,-0.5164483785629272,24600,246000,147,1.0,24599,-0.0,1664,0.0,0.0007,444.55
449.0,-0.4815540313720703,24700,247000,148,0.029411792755126953,24699,1.9350602087797597e-05,1664,2.240994945168495e-09,0.0007,449.0
454.54,-0.46830224990844727,24800,248000,148,0.001150667667388916,24799,-0.0008704999345354736,1664,2.7093744847661583e-06,0.0007,454.54
460.48,-0.5601494312286377,24900,249000,149,0.01189422607421875,24899,-5.177422281121835e-05,1665,1.900480128824711e-08,0.0007,460.48
466.42,-0.5375655889511108,25000,250000,150,1.7285346984863281e-06,24999,-0.0008695987053215504,1665,6.576400664926041e-06,0.0007,466.42
471.02,-0.48889073729515076,25100,251000,150,0.00021457672119140625,25099,-0.00014518338139168918,1665,5.8632576127592984e-08,0.0007,471.02
474.95,-0.5408222079277039,25200,252000,151,2.6404857635498047e-05,25199,-0.0010118427453562617,1665,6.792420663259691e-06,0.0007,474.95
479.09,-0.5410284399986267,25300,253000,151,-0.004305005073547363,25299,-0.0011711043771356344,1665,7.239211299747694e-06,0.0007,479.09
482.69,-0.5573858618736267,25400,254000,152,8.940696716308594e-07,25399,-0.0004786269855685532,1666,2.9838120099157095e-06,0.0007,482.69
485.96,-0.5442760586738586,25500,255000,153,0.0001093149185180664,25499,-0.0006526054348796606,1666,2.5478482257312862e-06,0.0007,485.96
486.64,-0.5916489362716675,25600,256000,153,1.9669532775878906e-06,25599,-0.0010396512225270271,1666,5.8764007917488925e-06,0.0007,486.64
483.87,-0.5987054109573364,25700,257000,154,0.0030927658081054688,25699,4.0920349420048296e-05,1666,8.352799341082573e-09,0.0007,483.87
480.58,-0.5424389839172363,25800,258000,154,nan,25799,-0.0,1667,0.0,0.0007,480.58
480.41,-0.5549152493476868,25900,259000,155,1.0,25899,-3.7128806980035733e-06,1666,3.608874865612677e-10,0.0007,480.41
482.17,-0.25966259837150574,26000,260000,155,0.5099999904632568,25999,1.885761548692244e-06,1667,3.4924597935859225e-11,0.0007,482.17
479.9,-0.5543408989906311,26100,261000,156,nan,26099,-0.0,1667,0.0,0.0007,479.9
478.69,-0.5394114255905151,26200,262000,157,0.00043851137161254883,26199,0.0002965416351798922,1668,4.105968400835991e-07,0.0007,478.69
477.88,-0.5425864458084106,26300,263000,157,nan,26299,-0.0,1669,0.0,0.0007,477.88
477.88,-0.5648641586303711,26400,264000,158,1.0,26399,-0.0,1669,0.0,0.0007,477.88
477.88,-0.5290498733520508,26500,265000,158,1.0,26499,-0.0,1670,0.0,0.0007,477.88
477.88,-0.6101216673851013,26600,266000,159,1.0,26599,-0.0,1671,0.0,0.0007,477.88
477.08,-0.47957009077072144,26700,267000,159,nan,26699,-0.0,1671,0.0,0.0007,477.08
468.98,-0.423820436000824,26800,268000,160,3.993511199951172e-06,26799,0.001370080979540944,1671,6.369938091665972e-06,0.0007,468.98
449.71,-0.43908756971359253,26900,269000,160,-0.002441883087158203,26899,0.00424012029543519,1672,0.00015119675663299859,0.0007,449.71
429.81,-0.536690354347229,27000,270000,161,-2.1457672119140625e-06,26999,-51.03767013549805,1672,7313.78271484375,0.0007,429.81
408.87,-0.6417239904403687,27100,271000,161,4.76837158203125e-06,27099,0.0012616304447874427,1673,9.395846063853242e-06,0.0007,408.87
383.93,-0.5559561848640442,27200,272000,162,8.380413055419922e-05,27199,0.0015278225764632225,1673,8.572033038944937e-06,0.0007,383.93
353.67,-0.5818670988082886,27300,273000,163,3.039836883544922e-06,27299,0.00290678977034986,1673,3.316928632557392e-05,0.0007,353.67
333.93,-0.5340322852134705,27400,274000,163,1.7881393432617188e-06,27399,0.001129583572037518,1673,6.129726443759864e-06,0.0007,333.93
317.4,-0.4228426516056061,27500,275000,164,0.0,27499,0.0022845265921205282,1674,8.847028766467702e-06,0.0007,317.4
292.35,-0.6086318492889404,27600,276000,164,2.4616718292236328e-05,27599,0.00113634520675987,1675,7.282348633452784e-06,0.0007,292.35
267.56,-0.5786898732185364,27700,277000,165,4.76837158203125e-07,27699,0.0009681546944193542,1675,8.048873496591114e-06,0.0007,267.56
227.99,-0.4055477976799011,27800,278000,165,0.0002034306526184082,27799,0.00386921688914299,1676,7.244401786010712e-05,0.0007,227.99
209.35,-0.4649532437324524,27900,279000,166,-0.004376530647277832,27899,0.0034917336888611317,1676,4.8502763092983514e-05,0.0007,209.35
189.69,-0.31423571705818176,28000,280000,166,-0.005383491516113281,27999,0.005293513648211956,1676,7.817203004378825e-05,0.0007,189.69
165.77,-0.4682846963405609,28100,281000,167,4.178285598754883e-05,28099,0.0008313902653753757,1677,2.4594016849732725e-06,0.0007,165.77
148.44,-0.4976843297481537,28200,282000,168,2.384185791015625e-07,28199,0.0012981097679585218,1677,1.5430880011990666e-05,0.0007,148.44
146.87,-0.5481359958648682,28300,283000,168,2.3245811462402344e-06,28299,0.0015772230690345168,1677,3.0050821806071326e-05,0.0007,146.87
147.34,-0.4520336091518402,28400,284000,169,9.715557098388672e-06,28399,0.0019413031404837966,1677,1.4071335499465931e-05,0.0007,147.34
149.17,-0.5461540222167969,28500,285000,169,0.00014859437942504883,28499,7.48787570046261e-05,1678,2.086162531611535e-08,0.0007,149.17
153.12,-0.5911993980407715,28600,286000,170,0.0013445019721984863,28599,7.640241528861225e-05,1679,3.3574178104345265e-08,0.0007,153.12
157.9,-0.38884010910987854,28700,287000,170,8.225440979003906e-06,28699,0.00620707031339407,1679,0.00010016653686761856,0.0007,157.9
162.28,-0.5226379036903381,28800,288000,171,1.6510486602783203e-05,28799,0.0001655415107961744,1679,1.59814959488358e-07,0.0007,162.28
166.18,-0.41990357637405396,28900,289000,172,-0.011336088180541992,28899,0.00019126423285342753,1679,2.0936131761573051e-07,0.0007,166.18
169.73,-0.5091907978057861,29000,290000,172,0.00021469593048095703,28999,0.000263042573351413,1680,2.0936131761573051e-07,0.0007,169.73
173.33,-0.5095464587211609,29100,291000,173,1.3470649719238281e-05,29099,0.0012357523664832115,1680,1.0221253432973754e-05,0.0007,173.33
171.98,-0.488231897354126,29200,292000,173,-0.0018665790557861328,29199,0.0016828980296850204,1680,3.4882163163274527e-05,0.0007,171.98
170.77,-0.38610875606536865,29300,293000,174,-0.003138303756713867,29299,0.006089952774345875,1681,9.61062905844301e-05,0.0007,170.77
169.68,-0.5217370986938477,29400,294000,174,1.233816146850586e-05,29399,0.0007102583185769618,1681,5.713390237360727e-06,0.0007,169.68
171.97,-0.36481139063835144,29500,295000,175,1.233816146850586e-05,29499,0.0015859429258853197,1681,5.659047928929795e-06,0.0007,171.97
174.43,-0.33453646302223206,29600,296000,175,8.940696716308594e-07,29599,0.006437060423195362,1682,4.9100439355243e-05,0.0007,174.43
174.86,-0.3492279648780823,29700,297000,176,-0.007230877876281738,29699,0.0055305249989032745,1682,9.193046571454033e-05,0.0007,174.86
175.91,-0.48946499824523926,29800,298000,177,-0.0024253129959106445,29799,0.0016963642556220293,1682,2.5659153834567405e-05,0.0007,175.91
174.82,-0.5137776136398315,29900,299000,177,1.3470649719238281e-05,29899,0.0015282207168638706,1683,1.0293430932506453e-05,0.0007,174.82
170.43,-0.34641048312187195,30000,300000,178,-8.45193862915039e-05,29999,0.006212943699210882,1683,0.00012785354920197278,0.0007,170.43
166.06,-0.5673462152481079,30100,301000,178,1.7881393432617188e-07,30099,0.0017967810854315758,1683,2.1408672182587907e-05,0.0007,166.06
156.56,-0.5132381319999695,30200,302000,179,-0.0007212162017822266,30199,0.002691150875762105,1683,3.1677082006353885e-05,0.0007,156.56
147.93,-0.5002456903457642,30300,303000,179,7.152557373046875e-07,30299,0.001708201365545392,1683,1.844298640207853e-05,0.0007,147.93
139.61,-0.5225990414619446,30400,304000,180,-0.000484466552734375,30399,0.0031554654706269503,1683,0.00012369619798846543,0.0007,139.61
136.63,-0.46777525544166565,30500,305000,181,4.4345855712890625e-05,30499,0.0010451361304149032,1683,9.114528438658454e-06,0.0007,136.63
135.74,-0.405438095331192,30600,306000,181,-0.0014322996139526367,30599,0.004011583048850298,1683,4.166742291999981e-05,0.0007,135.74
135.84,-0.5550132989883423,30700,307000,182,8.344650268554688e-07,30699,0.0012020597932860255,1684,1.4348997865454294e-05,0.0007,135.84
134.08,-0.5485360622406006,30800,308000,182,1.5854835510253906e-05,30799,0.001011342043057084,1684,4.426512077770894e-06,0.0007,134.08
131.62,-0.4686906337738037,30900,309000,183,1.6093254089355469e-06,30899,0.003122827038168907,1684,6.0586375184357166e-05,0.0007,131.62
129.3,-0.5048059225082397,31000,310000,183,5.125999450683594e-06,30999,0.0020357563626021147,1684,1.3742892406298779e-05,0.0007,129.3
127.84,-0.6162823438644409,31100,311000,184,5.960464477539063e-08,31099,-57.1976203918457,1685,8961.3779296875,0.0007,127.84
126.81,-0.49491533637046814,31200,312000,185,-9.5367431640625e-07,31199,-11.557201385498047,1685,979.4713745117188,0.0007,126.81
125.83,-0.44710150361061096,31300,313000,185,-0.002989649772644043,31299,0.0025918488390743732,1685,8.149282803060487e-05,0.0007,125.83
125.51,-0.5521071553230286,31400,314000,186,-0.004388332366943359,31399,0.0032966677099466324,1685,9.675922046881169e-05,0.0007,125.51
122.29,-0.5477471351623535,31500,315000,186,1.430511474609375e-05,31499,0.0012705633416771889,1686,7.01452972862171e-06,0.0007,122.29
121.31,-0.4594854414463043,31600,316000,187,-0.001834273338317871,31599,0.0032589517068117857,1686,0.00012808918836526573,0.0007,121.31
120.71,-0.44766488671302795,31700,317000,187,-0.002959728240966797,31699,0.0025126070249825716,1686,7.414838182739913e-05,0.0007,120.71
121.65,-0.36041077971458435,31800,318000,188,-0.0037316083908081055,31799,0.0061467913910746574,1686,0.00012794591020792723,0.0007,121.65
122.47,-0.48985999822616577,31900,319000,189,1.3113021850585938e-06,31899,0.001661872141994536,1686,1.8141698092222214e-05,0.0007,122.47
123.32,-0.4979325234889984,32000,320000,189,-0.00464320182800293,31999,0.0022091646678745747,1686,6.420801946660504e-05,0.0007,123.32
121.98,-0.43829625844955444,32100,321000,190,5.960464477539062e-07,32099,0.001520385267212987,1686,1.738302489684429e-05,0.0007,121.98
122.0,-0.3921571969985962,32200,322000,190,-1.5497207641601562e-06,32199,-14.085148811340332,1687,1939.2222900390625,0.0007,122.0
123.44,-0.3323141634464264,32300,323000,191,-0.0019445419311523438,32299,0.005135698709636927,1687,7.148539589252323e-05,0.0007,123.44
125.9,-0.40280914306640625,32400,324000,191,-0.0024993419647216797,32399,0.003676655935123563,1687,8.214410627260804e-05,0.0007,125.9
128.98,-0.4554789960384369,32500,325000,192,5.0067901611328125e-06,32499,0.0008691329276189208,1688,2.2801336854172405e-06,0.0007,128.98
131.6,-0.42173323035240173,32600,326000,193,1.3470649719238281e-05,32599,0.0003056140267290175,1688,3.3492804050183622e-06,0.0007,131.6
133.01,-0.5088084936141968,32700,327000,193,0.0,32699,0.0013522719964385033,1688,1.240943129232619e-05,0.0007,133.01
135.95,-0.45191168785095215,32800,328000,194,1.6689300537109375e-06,32799,0.001257298863492906,1688,6.833061434008414e-06,0.0007,135.95
140.81,-0.46493178606033325,32900,329000,194,-0.00036323070526123047,32899,0.003363877534866333,1688,9.520971070742235e-05,0.0007,140.81
144.58,-0.4613407552242279,33000,330000,195,4.827976226806641e-06,32999,0.0016411166870966554,1689,2.821632006089203e-05,0.0007,144.58
147.31,-0.41569623351097107,33100,331000,195,-0.0006781816482543945,33099,0.0029395215678960085,1689,7.169181481003761e-05,0.0007,147.31
148.71,-0.4082181453704834,33200,332000,196,-1.3113021850585938e-06,33199,-33.39714813232422,1690,5593.2939453125,0.0007,148.71
147.07,-0.29774290323257446,33300,333000,197,-0.0026465654373168945,33299,0.003254909534007311,1690,9.427584882359952e-05,0.0007,147.07
147.31,-0.49898284673690796,33400,334000,197,1.0311603546142578e-05,33399,0.001481383922509849,1690,1.7430575098842382e-05,0.0007,147.31
149.12,-0.5960850119590759,33500,335000,198,2.7358531951904297e-05,33499,0.0006768771563656628,1690,1.6240694549196633e-06,0.0007,149.12
152.73,-0.5183374881744385,33600,336000,198,-0.00069427490234375,33599,0.005203732755035162,1691,0.0001385068753734231,0.0007,152.73
155.86,-0.4814183712005615,33700,337000,199,-0.0022481679916381836,33699,0.004858334548771381,1691,0.00012098164006602019,0.0007,155.86
159.53,-0.48080554604530334,33800,338000,199,-0.0014302730560302734,33799,0.0026961497496813536,1691,3.2190739148063585e-05,0.0007,159.53
162.49,-0.4135597348213196,33900,339000,200,1.5497207641601562e-06,33899,0.0017079667886719108,1692,7.282348633452784e-06,0.0007,162.49
162.94,-0.447124183177948,34000,340000,200,-0.0010988712310791016,33999,0.0022189163137227297,1692,2.2232026822166517e-05,0.0007,162.94
161.11,-0.6280177235603333,34100,341000,201,0.0,34099,-59.21577072143555,1692,8965.251953125,0.0007,161.11
161.17,-0.6300415396690369,34200,342000,201,0.0001938343048095703,34199,0.0004553576873149723,1693,9.248848300558166e-07,0.0007,161.17
162.78,-0.44958752393722534,34300,343000,202,1.3470649719238281e-05,34299,0.0010452644200995564,1693,3.3492804050183622e-06,0.0007,162.78
164.71,-0.5244126319885254,34400,344000,203,1.341104507446289e-05,34399,0.0005536779062822461,1693,8.496572263538837e-07,0.0007,164.71
164.17,-0.6590908765792847,34500,345000,203,1.341104507446289e-05,34499,0.0005020708194933832,1694,8.378759730476304e-07,0.0007,164.17
162.27,-0.5191465616226196,34600,346000,204,-0.0006246566772460938,34599,0.0025568732526153326,1694,4.222206916892901e-05,0.0007,162.27
162.63,-0.5496097207069397,34700,347000,204,2.658367156982422e-05,34699,0.0013149329461157322,1694,1.0557501809671521e-05,0.0007,162.63
163.67,-0.501520037651062,34800,348000,205,2.2649765014648438e-06,34799,0.004058252554386854,1694,4.287989577278495e-05,0.0007,163.67
164.36,-0.5739981532096863,34900,349000,205,4.887580871582031e-06,34899,0.0018169088289141655,1695,2.866554495994933e-05,0.0007,164.36
166.2,-0.4537590444087982,35000,350000,206,-0.002269744873046875,34999,0.0016918827313929796,1695,9.143921488430351e-05,0.0007,166.2
166.47,-0.5561114549636841,35100,351000,206,2.384185791015625e-06,35099,0.0010671296622604132,1695,4.617974809661973e-06,0.0007,166.47
164.78,-0.5577993988990784,35200,352000,207,6.377696990966797e-06,35199,0.0006880893488414586,1695,1.7600599448996945e-06,0.0007,164.78
162.56,-0.5929891467094421,35300,353000,208,1.5854835510253906e-05,35299,0.0009292768081650138,1696,4.426512077770894e-06,0.0007,162.56
159.44,-0.4764627516269684,35400,354000,208,2.384185791015625e-06,35399,0.0009754208149388433,1696,4.617974809661973e-06,0.0007,159.44
158.26,-0.43859434127807617,35500,355000,209,1.3470649719238281e-05,35499,0.0012078493600711226,1696,1.0257662324875128e-05,0.0007,158.26
160.73,-0.45246776938438416,35600,356000,209,0.00019091367721557617,35599,0.0002673816052265465,1696,1.3706157631077076e-07,0.0007,160.73
163.37,-0.5433508157730103,35700,357000,210,5.370378494262695e-05,35699,0.00040457420982420444,1696,1.2953765917700366e-06,0.0007,163.37
165.89,-0.3836795389652252,35800,358000,210,5.125999450683594e-06,35799,0.0017100522527471185,1697,1.3742892406298779e-05,0.0007,165.89
167.26,-0.5788505673408508,35900,359000,211,0.00014859437942504883,35899,7.549069414380938e-05,1697,1.6397098789866504e-08,0.0007,167.26
171.85,-0.5086984038352966,36000,360000,212,2.2649765014648438e-06,35999,0.0010186383733525872,1697,5.03383353134268e-06,0.0007,171.85
178.28,-0.4817628264427185,36100,361000,212,nan,36099,-0.0,1697,0.0,0.0007,178.28
184.39,-0.4385562539100647,36200,362000,213,0.9100000113248825,36199,1.2185499542738398e-07,1697,0.0,0.0007,184.39
188.43,-0.5609678030014038,36300,363000,213,nan,36299,-0.0,1697,0.0,0.0007,188.43
194.95,-0.6054156422615051,36400,364000,214,nan,36399,-0.0,1697,0.0,0.0007,194.95
201.49,-0.5781685709953308,36500,365000,214,1.0,36499,-0.0,1698,0.0,0.0007,201.49
208.51,-0.6196364760398865,36600,366000,215,nan,36599,-0.0,1698,0.0,0.0007,208.51
215.45,-0.5640596747398376,36700,367000,216,2.8312206268310547e-05,36699,0.0016323125455528498,1698,8.07967717264546e-06,0.0007,215.45
222.46,-0.588021457195282,36800,368000,216,0.0,36799,0.0007263910956680775,1698,4.056363650306594e-06,0.0007,222.46
229.11,-0.5965290069580078,36900,369000,217,2.2649765014648438e-06,36899,0.0012058706488460302,1698,5.003978913009632e-06,0.0007,229.11
236.36,-0.3089466094970703,37000,370000,217,nan,36999,4.3814961827592924e-06,1699,3.4924597935859225e-11,0.0007,236.36
242.48,-0.5336959958076477,37100,371000,218,-0.4500000476837158,37099,-1.397963046656514e-06,1698,1.1059455434780929e-10,0.0007,242.48
247.15,-0.5010749697685242,37200,372000,218,nan,37199,-0.0,1698,0.0,0.0007,247.15
253.87,-0.44436711072921753,37300,373000,219,nan,37299,-0.0,1699,5.8207661780829145e-12,0.0007,253.87
260.51,-0.48988795280456543,37400,374000,220,nan,37399,-0.0,1699,0.0,0.0007,260.51
267.33,-0.5705031752586365,37500,375000,220,0.0,37499,-0.00010180599201703444,1700,7.50645980929221e-08,0.0007,267.33
274.54,-0.5381616353988647,37600,376000,221,2.7418136596679688e-05,37599,-0.0003354620421305299,1700,4.031986406971555e-07,0.0007,274.54
281.47,-0.5764412879943848,37700,377000,221,-0.001551508903503418,37699,-0.0002584299072623253,1700,6.066344440114335e-07,0.0007,281.47
288.78,-0.6012687683105469,37800,378000,222,-0.002351522445678711,37799,-0.0005109088961035013,1700,2.144818381566438e-06,0.0007,288.78
295.89,-0.5486775636672974,37900,379000,222,7.516145706176758e-05,37899,-0.0005702811758965254,1700,3.0231835808081087e-06,0.0007,295.89
303.02,-0.4970436692237854,38000,380000,223,1.8656253814697266e-05,37999,-0.000631334783975035,1701,2.404314045634237e-06,0.0007,303.02
310.02,-0.5689566731452942,38100,381000,223,5.370378494262695e-05,38099,-0.00041783778578974307,1701,1.308351102125016e-06,0.0007,310.02
315.73,-0.5816301703453064,38200,382000,224,nan,38199,-0.0,1701,0.0,0.0007,315.73
322.49,-0.5657534599304199,38300,383000,225,nan,38299,-0.0,1702,0.0,0.0007,322.49
329.63,-0.45955395698547363,38400,384000,225,nan,38399,-0.0,1702,0.0,0.0007,329.63
336.76,-0.6448895335197449,38500,385000,226,1.0,38499,-0.0,1702,0.0,0.0007,336.76
343.83,-0.47953280806541443,38600,386000,226,nan,38599,-0.0,1702,0.0,0.0007,343.83
350.97,-0.4632238745689392,38700,387000,227,-0.004585385322570801,38699,0.0004570243472699076,1701,4.105968400835991e-07,0.0007,350.97
358.17,-0.45675724744796753,38800,388000,228,5.936622619628906e-05,38799,0.00047203205758705735,1701,7.555703405159875e-07,0.0007,358.17
365.8,-0.591557502746582,38900,389000,228,5.0067901611328125e-06,38899,0.0006947840447537601,1701,2.2991850983089535e-06,0.0007,365.8
373.49,-0.6008184552192688,39000,390000,229,0.003145456314086914,38999,0.0006656297482550144,1700,3.548065478753415e-06,0.0007,373.49
380.99,-0.5289580225944519,39100,391000,229,0.01378023624420166,39099,0.0004983745748177171,1700,1.201551640406251e-06,0.0007,380.99
388.14,-0.5256238579750061,39200,392000,230,-0.002144932746887207,39199,0.00045408098958432674,1700,1.1895841680598096e-06,0.0007,388.14
395.53,-0.4587596356868744,39300,393000,231,-0.017665386199951172,39299,0.0007654455839656293,1700,2.028536982834339e-06,0.0007,395.53
402.77,-0.4776986241340637,39400,394000,231,0.004935145378112793,39399,0.0005576066905632615,1700,1.2589559901243774e-06,0.0007,402.77
409.61,-0.42284145951271057,39500,395000,232,0.025548160076141357,39499,0.00047719417489133775,1700,1.1252298008912476e-06,0.0007,409.61
416.48,-0.49812406301498413,39600,396000,232,-0.00624847412109375,39599,0.0006099308957345784,1700,3.0123162559902994e-06,0.0007,416.48
423.14,-0.3146919906139374,39700,397000,233,0.007993578910827637,39699,0.0015123509801924229,1700,2.2653780433756765e-06,0.0007,423.14
429.6,-0.4373929500579834,39800,398000,234,-0.011251688003540039,39799,0.0004207295714877546,1700,1.802243104975787e-06,0.0007,429.6
435.59,-0.43188247084617615,39900,399000,234,-0.0075359344482421875,39899,0.0005976156098768115,1701,1.7555546492076246e-06,0.0007,435.59
441.07,-0.27918004989624023,40000,400000,235,0.007817208766937256,39999,0.001577162416651845,1701,3.846042091026902e-06,0.0007,441.07
446.91,-0.46875429153442383,40100,401000,235,-0.0045549869537353516,40099,0.0007158588850870728,1701,1.8771970644593239e-06,0.0007,446.91
453.09,-0.4713829457759857,40200,402000,236,-0.025256872177124023,40199,0.0006549539975821972,1701,1.939898311320576e-06,0.0007,453.09
458.3,-0.4169546961784363,40300,403000,236,-0.023102760314941406,40299,0.0008054139325395226,1701,2.726155798882246e-06,0.0007,458.3
463.54,-0.5672557353973389,40400,404000,237,-0.018978238105773926,40399,0.00052554567810148,1702,2.543581558711594e-06,0.0007,463.54
469.63,-0.4177440106868744,40500,405000,237,-0.012033224105834961,40499,0.0005438388325273991,1702,1.2028322089463472e-06,0.0007,469.63
476.08,-0.4870477318763733,40600,406000,238,-0.014829039573669434,40599,0.0004311332886572927,1702,1.5654775324946968e-06,0.0007,476.08
481.8,-0.464643657207489,40700,407000,239,-0.009740471839904785,40699,0.0002950701746158302,1701,5.631358135360642e-07,0.0007,481.8
486.76,-0.48861250281333923,40800,408000,239,-0.004538059234619141,40799,0.0002777178306132555,1700,5.341134965419769e-07,0.0007,486.76
491.34,-0.3193279504776001,40900,409000,240,-0.001105666160583496,40899,0.0009966912912204862,1700,1.4197663631421165e-06,0.0007,491.34
492.95,-0.436806857585907,41000,410000,241,-0.017856597900390625,40999,0.0006169750122353435,1699,1.6781966678536264e-06,0.0007,492.95
492.95,-0.4713139533996582,41100,411000,242,-0.0475156307220459,41099,0.0006896494887769222,1698,1.94871108760708e-06,0.0007,492.95
494.38,-0.5498625040054321,41200,412000,242,-0.013918161392211914,41199,0.000623036699835211,1698,2.3340865027421387e-06,0.0007,494.38
494.99,-0.5334511995315552,41300,413000,243,0.002026975154876709,41299,0.0005287558888085186,1697,1.1547235772013664e-06,0.0007,494.99
494.99,-0.5301662683486938,41400,414000,243,0.05056560039520264,41399,0.00033832306507974863,1697,8.51420907110878e-07,0.0007,494.99
494.99,-0.515371561050415,41500,415000,244,-0.11045181751251221,41499,0.00038638425758108497,1697,1.0697694960981607e-06,0.0007,494.99
491.14,-0.5727351307868958,41600,416000,245,-5.089999675750732,41599,-2.97086944556213e-06,1696,2.4447216473433286e-10,0.0007,491.14
